,Name,User Rating,Reviews,Price,Year,Genre_n
472,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,0.35999008045920833,-0.03440835361084938,-0.286178477959711,2019,0
473,The Twilight Saga Collection,0.35999008045920833,-0.6955597373567498,6.360547461749707,2009,1
474,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",0.8009578850306219,-0.6959863416823053,-0.10154720185667164,2010,1
475,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,0.35999008045920833,-0.249416933690817,-0.286178477959711,2019,0
476,The Very Hungry Caterpillar,1.2419256896020394,0.6478172838174924,-0.7477566682173095,2013,1
477,The Very Hungry Caterpillar,1.2419256896020394,0.6478172838174924,-0.7477566682173095,2014,1
478,The Very Hungry Caterpillar,1.2419256896020394,0.6478172838174924,-0.7477566682173095,2015,1
479,The Very Hungry Caterpillar,1.2419256896020394,0.6478172838174924,-0.7477566682173095,2016,1
480,The Very Hungry Caterpillar,1.2419256896020394,0.6478172838174924,-0.7477566682173095,2017,1
481,The Very Hungry Caterpillar,1.2419256896020394,0.6478172838174924,-0.7477566682173095,2018,1
482,The Very Hungry Caterpillar,1.2419256896020394,0.6478172838174924,-0.7477566682173095,2019,1
483,The Whole30: The 30-Day Guide to Total Health and Food Freedom,-0.08097772411220924,-0.37927529038990854,0.26771535034940713,2015,0
484,The Whole30: The 30-Day Guide to Total Health and Food Freedom,-0.08097772411220924,-0.37927529038990854,0.26771535034940713,2016,0
485,The Whole30: The 30-Day Guide to Total Health and Food Freedom,-0.08097772411220924,-0.37927529038990854,0.26771535034940713,2017,0
486,The Wonderful Things You Will Be,1.2419256896020394,-0.2654572563317035,-0.286178477959711,2016,1
487,The Wonderful Things You Will Be,1.2419256896020394,-0.2654572563317035,-0.286178477959711,2017,1
488,The Wonderful Things You Will Be,1.2419256896020394,-0.2654572563317035,-0.286178477959711,2018,1
489,The Wonderful Things You Will Be,1.2419256896020394,-0.2654572563317035,-0.286178477959711,2019,1
490,The Wonky Donkey,0.8009578850306219,1.5553753260042447,-0.8400723062688292,2018,1
491,The Wonky Donkey,0.8009578850306219,1.5553753260042447,-0.8400723062688292,2019,1
492,The Wright Brothers,0.35999008045920833,-0.4935199287736691,0.26771535034940713,2015,0
493,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",0.35999008045920833,-0.4197173804525691,0.17539971229788745,2013,0
494,"Thinking, Fast and Slow",-0.08097772411220924,-0.07843392000817609,0.5446622645039663,2011,0
495,"Thinking, Fast and Slow",-0.08097772411220924,-0.07843392000817609,0.5446622645039663,2012,0
496,Thirteen Reasons Why,-0.5219455286836229,-0.3430992435828029,-0.37849411601123073,2017,1
497,Thomas Jefferson: The Art of Power,-0.5219455286836229,-0.8574134184725032,0.913924816710045,2012,0
498,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,-1.403881137826454,-0.7366843943402992,-0.19386283990819134,2009,0
499,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,-1.403881137826454,-0.7366843943402992,-0.19386283990819134,2010,0
500,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),-0.08097772411220924,-0.07041375868773285,0.913924816710045,2014,0
501,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),-0.08097772411220924,-0.07041375868773285,0.913924816710045,2015,0
502,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),-0.08097772411220924,-0.07041375868773285,0.913924816710045,2016,0
503,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),-0.08097772411220924,-0.07041375868773285,0.913924816710045,2017,0
504,Tina Fey: Bossypants,-1.403881137826454,-0.509901534875,-0.10154720185667164,2011,0
505,To Kill a Mockingbird,0.8009578850306219,1.2184432296805174,-1.209334858474908,2013,1
506,To Kill a Mockingbird,0.8009578850306219,1.2184432296805174,-1.209334858474908,2014,1
507,To Kill a Mockingbird,0.8009578850306219,1.2184432296805174,-1.209334858474908,2015,1
508,To Kill a Mockingbird,0.8009578850306219,1.2184432296805174,-1.209334858474908,2016,1
509,To Kill a Mockingbird,0.8009578850306219,1.2184432296805174,-0.5631253921142702,2019,1
510,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",-0.08097772411220924,-0.6478653737596459,0.7292935406070057,2017,0
511,"Towers of Midnight (Wheel of Time, Book Thirteen)",0.8009578850306219,-0.8251621314605081,0.7292935406070057,2010,1
512,True Compass: A Memoir,-0.5219455286836229,-0.9824938067253732,0.17539971229788745,2009,0
513,"Twilight (The Twilight Saga, Book 1)",0.35999008045920833,-0.023657924606851,-0.37849411601123073,2009,1
514,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,-0.5219455286836229,-0.7992245884667342,-0.7477566682173095,2014,1
515,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",0.8009578850306219,1.5118616847975845,0.26771535034940713,2010,0
516,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",0.8009578850306219,1.5118616847975845,0.26771535034940713,2011,0
517,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",0.8009578850306219,1.5118616847975845,0.26771535034940713,2012,0
518,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",0.8009578850306219,1.5118616847975845,-0.009231563805151936,2014,0
519,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",0.8009578850306219,1.5118616847975845,0.26771535034940713,2014,0
520,Under the Dome: A Novel,-1.403881137826454,-0.444801714795232,0.6369779025554859,2009,1
521,Unfreedom of the Press,1.2419256896020394,-0.511693273042333,-0.19386283990819134,2019,0
522,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),0.8009578850306219,-0.4987245015454461,-0.8400723062688292,2019,0
523,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",0.35999008045920833,-0.6286681791096488,-0.37849411601123073,2016,0
524,Watchmen,0.8009578850306219,-0.6931707531336391,2.667921939688919,2009,1
525,Water for Elephants: A Novel,-0.5219455286836229,-0.2555600359788161,-0.10154720185667164,2011,1
526,What Happened,-0.08097772411220924,-0.5512821544538826,0.45234662645244655,2017,0
527,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,0.35999008045920833,-0.22706286703170925,0.36003098840092684,2014,0
528,What Pet Should I Get? (Classic Seuss),0.35999008045920833,-0.8600583652909473,0.08308407424636775,2015,1
529,What Should Danny Do? (The Power to Choose Series),0.8009578850306219,-0.3227928776863615,-0.009231563805151936,2019,1
530,What to Expect When You're Expecting,-0.9629133332550365,-0.734807335307855,-0.37849411601123073,2011,0
531,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",-0.9629133332550365,-0.3802138199061306,-0.6554410301657898,2012,0
532,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",-0.9629133332550365,-0.3802138199061306,-0.6554410301657898,2013,0
533,When Breath Becomes Air,0.8009578850306219,0.15577185472178864,0.08308407424636775,2016,0
534,Where the Crawdads Sing,0.8009578850306219,6.474805766579949,0.17539971229788745,2019,1
535,Where the Wild Things Are,0.8009578850306219,-0.16947128308171794,-0.009231563805151936,2009,1
536,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,-0.08097772411220924,-0.45085949621812,-0.10154720185667164,2018,0
537,Wild: From Lost to Found on the Pacific Crest Trail,-0.9629133332550365,0.43434447930952447,0.45234662645244655,2012,0
538,Winter of the World: Book Two of the Century Trilogy,-0.5219455286836229,-0.10181183704861702,0.17539971229788745,2012,1
539,Women Food and God: An Unexpected Path to Almost Everything,-1.8448489423978678,-0.9087765792693844,-0.19386283990819134,2010,0
540,Wonder,0.8009578850306219,0.8251993623834656,-0.37849411601123073,2013,1
541,Wonder,0.8009578850306219,0.8251993623834656,-0.37849411601123073,2014,1
542,Wonder,0.8009578850306219,0.8251993623834656,-0.37849411601123073,2015,1
543,Wonder,0.8009578850306219,0.8251993623834656,-0.37849411601123073,2016,1
544,Wonder,0.8009578850306219,0.8251993623834656,-0.37849411601123073,2017,1
545,Wrecking Ball (Diary of a Wimpy Kid Book 14),1.2419256896020394,-0.21673904235326638,-0.47080975406275044,2019,1
546,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,0.35999008045920833,0.2028689722631149,-0.47080975406275044,2016,0
547,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,0.35999008045920833,0.2028689722631149,-0.47080975406275044,2017,0
548,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,0.35999008045920833,0.2028689722631149,-0.47080975406275044,2018,0
549,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,0.35999008045920833,0.2028689722631149,-0.47080975406275044,2019,0
